positiveRatio,price,storeName,title
98%,37.00,飞酷数码专营店,MK 3米苹果数据线加长2米iphone充电线x快充充电器线7plus超长2m延长线3m 白色线 3米白色线
98%,59.00,倍思旗舰店,【买一送一】倍思苹果X/XS/XR钢化膜iPhone Xs MAX全覆盖玻璃高清蓝光防窥防爆手机贴膜 X/XS【隐形防爆钻石膜】高清款【买1送1】送神器X/XS【隐形防爆钻石膜】高清款【买1送1】送神器
98%,21.50,闪魔旗舰店,闪魔iPhone7Plus/8 Plus/6Plus钢化膜全屏全覆盖 苹果真9D抗蓝光高清手机贴膜 8P/7p/6p【加强版^非全屏】2片装*送神器8P/7p/6p【加强版^非全屏】2片装*送神器
98%,21.90,罗马仕数码配件旗舰店,苹果数据线充电线手机快充USB电源充电器线苹果iphone6s/7Plus/8/x/xs/ipad 【买一送一】苹果数据线1米【买一送一】苹果数据线1米
98%,79.00,罗马仕自营旗舰店,罗马仕（ROMOSS）WL1A无线充电宝10000毫安超薄便携移动电源充电器适用小米/苹果iPhoneXsMax/XR/8plus手机
94%,190.00,倍思（Baseus）自营旗舰店,倍思 超极充充电器二合一 充电宝10000毫安移动电源 18W PD快充 华为苹果iphonexsmax/xr/x大容量手机通用 白
100%,10.90,TERSWAY官方旗舰店,TERSWAY特斯威苹果type-c数据传输线iphoneXs/8Plus/7/6Sp手机快充电2A 红色【苹果数据线】编织高光款 1米红色【苹果数据线】编织高光款 1米
98%,39.90,插画师自营旗舰店,插画师 苹果7/8手机壳防摔 苹果8手机壳保护套 iPhone7/8手机壳卡通防摔创意个性夜光潮男硬壳-发光水母7/8 通用【夜光壳】水母
98%,34.98,rurihai官方旗舰店,XR/XSMax苹果iphoneX 8/7/6s 8plus/7p全屏防窥钢化膜手机防窥屏防偷看贴膜 苹果X/XS 防窥膜-黑色苹果X/XS 防窥膜-黑色
99%,20.90,品胜自营旗舰店,品胜（PISEN）锌合金苹果数据线1.2米 Xs Max/XR/X/8手机充电线 适用于苹果6/6s/7/8Plus/ipad pro 黑色锌合金快充 1.2米 黑色
99%,59.00,绿联自营旗舰店,绿联 MFi认证 苹果Xs Max/XR/X/8数据线充电线 手机USB充电器电源线 通用iphone5/6/7Plus/ipad 1.5米30588金
97%,128.00,美诺数码专营店,豪睿苹果x背夹充电宝iphone xsmax背夹电池xr大容量超薄小巧6/7/8Plus快充移动电源 苹果x/xs通用商务黑6000mAh苹果x/xs通用商务黑6000mAh
98%,83.90,倍思（Baseus）自营旗舰店,倍思(Baseus)iPhoneX无线充电器苹果10/X/8plus快充 三星note8/S7edge/S8 Qi无线快充头充电底座通用款 黑
98%,148.00,Anker自营旗舰店,Anker安克 苹果官方MFI认证PD闪充二代可拉车数据线USB-C/Type-CtoLightning快充充电器线 iPhoneXsMax/XR/8P
99%,28.00,CONNER旗舰店,Conner 苹果6手机壳女款iphone6透明硅胶软套6Plus清新可爱6p个性6s支架六i6s 草莓花 苹果6p/6sp草莓花
99%,223.00,京远手机配件专营店,Apple 苹果耳机原装 线控入耳式手机耳机EarPods适用于iPhone6/7/8/plus/X 扁头Lightning接口 苹果8/7/X 扁头Lightning接口 苹果8/7/X
99%,28.00,倍思（Baseus）自营旗舰店,倍思(Baseus)苹果7/8 Plus手机壳iPhone7/8 plus编织高端手机套透气防摔保护套手机全包男女款软壳 5.5英寸黑苹果7/8P【黑色款】BV编织软套
99%,49.00,Benks自营旗舰店,邦克仕(Benks)苹果数据线 iPhoneXs Max/XR/8/7Plus手机充电线 苹果MFI认证Lightning数据线 黑色0.25m苹果MFI认证数据线 黑色0.25m
96%,29.00,依斯卡(ESK)自营旗舰店,依斯卡(ESK) 苹果X/XS钢化膜磨砂膜 防指纹无白边 一体全玻璃 iphoneXS钢化膜 手机高清防爆贴膜非全屏 JM326电竞MVP 淡化指纹★磨砂
97%,59.00,倍思（Baseus）自营旗舰店,倍思（Baseus）iPhoneXR钢化膜 苹果XR钢化膜 全屏曲面高清防爆不碎边全玻璃手机贴膜6.1英寸 黑色护边【全面屏玻璃】高清 黑
98%,99.00,ESR自营旗舰店,亿色苹果无线充电器iPhoneX/Xs Max/XR/8/8plus小米9三星s10华为手机无线快充QI充电板底座-典雅白【7.5W苹果专用】定频不发烫-白
97%,39.00,技光自营旗舰店,技光（ JEARLAKON）运动手机臂包保护套/带男女户外跑步夜跑臂袋腕包通用苹果XiPhone7plus小米8华为OPPO黑色安卓苹果通用-6.5英寸
98%,19.00,ROCK自营旗舰店,洛克（ROCK）苹果7/8plus手机壳 iPhone7plus/8plus保护套全包防摔超薄TPU硅胶软壳 透明【轻薄裸机&全包防摔】7/8 Plus
99%,238.00,WOSR数码旗舰店,无线蓝牙耳机iPhone/XS/Max/XR/8/7手机双耳塞入耳式适用苹果6s华为小米三星安卓通用 【1：1带弹窗】蓝牙5.0丨智能触控【1：1带弹窗】蓝牙5.0丨智能触控
98%,68.00,淑米官方旗舰店,苹果iPad充电器头手机平板ipad air2/Pro/mini4/3iphonexsPD快充数据线 IPAD套装1米线+2.4A快充头适用原装设备IPAD套装1米线+2.4A快充头适用原装设备
99%,35.00,彩声数码3c配件专营店,ISIDO 苹果6s手机壳 iPhone6/Plus/7/8/X/XR/XSMax液态硅胶保护套男款 【抹茶绿】 iPhone6s/6【抹茶绿】
99%,29.80,简美官方旗舰店,【当日发】苹果X手机壳定制iPhoneXR XS Max 8 7 6 plus来图定做华为P30套潮 私人定制/来图订做/个性DIY 请联系客服发手机型号与图片
96%,49.90,ROCK自营旗舰店,ROCK 苹果耳机转接头 适用原装iPhoneXS/max/XR/X/8/7Plus二合一音频转换器线充电听歌 Lightning转3.5mm 黑
96%,149.00,倍思汽车用品旗舰店,【免邮次日达】倍思 车载无线充电器车载手机支架汽车出风口车用导航支架苹果iPhone华为小米无线 【沉稳黑】电动夹紧+防抖无声+无线快充
96%,189.00,飞利浦手机配件自营旗舰店,飞利浦 10000毫安时充电宝 自带iPhone认证线 金属质感超薄小巧迷你便携 聚合物移动电源 DLP8713V黑色
97%,12.90,瓦力（valea）自营旗舰店,【两片装-抗蓝光】瓦力（VALEA） 苹果8 plus/7plus/6p/6sp钢化膜 iPhone 8 Plus/7Plus/6sPlus钢化膜非全屏抗蓝光【2片装】
98%,29.00,ROCK自营旗舰店,洛克（ROCK）手机指环扣 金属桌面懒人手机支架 支持苹果iPhoneXS Max/XR/8P华为小米通用 旋转陀螺 红色指环支架-旋转陀螺-A款红色
99%,24.90,ROCK自营旗舰店,洛克（ROCK）苹果/安卓/Type-c数据线 三合一快充手机充电线一拖三 iPhoneXS/max/XR/8P小米华为车载 1.2米灰【苹果/安卓/Type-c】1.2米灰
98%,49.90,亿色东方丝路专卖店,【自营仓】亿色【送钢化膜】苹果7/8plus手机壳iphone7/8保护套透明玻璃防摔硅胶超薄男女 【5.5英寸】全透明 原配玻璃壳 送钢化膜【5.5英寸】全透明 原配玻璃壳 送钢化膜
98%,15.90,罗马仕自营旗舰店,罗马仕（ROMOSS）CB20苹果/安卓二合一数据线iphone6s/7Plus/8/x/xs华为小米手机充电器线白色
98%,89.90,ESR自营旗舰店,亿色(ESR) 苹果充电器PD快充头多口USB/type-c数据线插头iPhone8plus/XsMax/XR/ipad小米华为手机闪充-黑【PD+USB双口充电器】黑
97%,199.00,DDJ自营旗舰店,DDJ Z1无线蓝牙耳机运动跑步苹果iPhoneXS Max华为vivo小米oppo通用双耳颈挂脖式 红色红色
92%,39.00,瓦力（valea）自营旗舰店,瓦力 苹果7耳机转接头 iPhoneXS/max/XR/X/8/7Plus二合一音频转换头转接线 充电听歌转换头 黑色【3.5mm+lightning】充电听歌-黑
98%,39.00,邦克仕旗舰店,邦克仕（Benks）iPhone8/7 plus钢化膜防窥3全屏6D全覆盖苹果8/7防窥视膜 防偷看 【苹果8P/7P】-防窥6D全屏全覆盖膜-黑色【苹果8P/7P】-防窥6D全屏全覆盖膜-黑色
98%,19.90,倍思（Baseus）自营旗舰店,倍思(Baseus)苹果数据线手机充电线usb快充线 适用苹果iPhoneX/8/6s/7plus/5SE/iPad充电器线短线 0.6M 黑色便携快充线【经典黑】0.6米
98%,135.00,都芝数码旗舰店,【芯片升级款】都芝 苹果耳机转接头二合一 iPhoneX/XR/7/8 Plus手机声卡直播转换器 lightning+3.5接口支持K宝/声卡/直播
95%,158.00,0度（PERFECTSIGHT） 自营旗舰店,美国0度 苹果iPhone7/8 Plus防窥护眼屏保防偷看防蓝光不反光钢化膜【防窥版】黑色iPhone7P/8Plus-5.5英寸-黑色
97%,16.80,博尔美数码专营店,7恋 手机耳机有线半入耳式适用oppo苹果vivo华为荣耀一加安卓3.5ipad电脑降噪唱歌圆头耳塞 通用k歌360锤子红米诺基亚一加小米尊享音乐耳机
97%,39.80,闪魔旗舰店,闪魔 苹果8plus/7 plus钢化膜 iphone7/8防窥膜 全屏玻璃全覆盖防碎边手机贴膜 I7p/8p【防窥^8D全玻璃全覆盖】黑色*送神器I7p/8p【防窥^8D全玻璃全覆盖】黑色*送神器
97%,148.00,亿色东方丝路专卖店,亿色（ESR）手机广角镜头外置外接摄像头苹果iphonex/华为微距鱼眼单反专业拍摄神器抖音自拍套装 专业级【广角+微距+鱼眼】三合一套装专业级【广角+微距+鱼眼】三合一套装
98%,66.80,诺印旗舰店,【官方推荐|自营仓】诺印iPhone XS Max钢化膜苹果X/XS/XR手机贴膜全屏覆盖防指纹蓝光 6.5英寸【XS Max】高清款-曲面全覆盖6.5英寸【XS Max】高清款-曲面全覆盖
96%,55.00,倍思（Baseus）自营旗舰店,倍思(Baseus)手机游戏手柄吃鸡神器苹果oppo小米通用支架 散热器降温贴iphonexs/XR/6splus华为vivo通用 黑
97%,35.00,Benks自营旗舰店,邦克仕(Benks)苹果iPhoneXS Max/XR/8P手机PD快充充电器 小米三星手机通用充电头 USB-C PD电源适配器 白色【3C安全认证】PD快充充电器
98%,12.80,捷信传奇数码专营店,【多片装】品艺 苹果6/6s/7/8钢化膜 iPhone8/7/6Plus抗蓝光高清非全屏手机贴膜 4.7英寸【6/6s/7/8通用】钢化膜-3片装4.7英寸【6/6s/7/8通用】钢化膜-3片装
98%,48.00,帆睿数码旗舰店,帆睿 苹果iphonex耳机转接头线苹果7plus转换头8p充电二合一XR手机转换器转接口音频分线器 双lightning充电听歌通话线控吃鸡直播双lightning充电听歌通话线控吃鸡直播
96%,118.00,磊典旗舰店,磊典适用于苹果X耳机吃鸡游戏转接头二合一 iPhone7/8plus/xr/XSMAX音频线转换器 扁头+3.5孔【充电听歌+通话语音+U盾线控】扁头+3.5孔【充电听歌+通话语音+U盾线控】
96%,26.90,纯孩子官方旗舰店,OKSJ 苹果耳机转接头iPhoneX/8/7/5/6 Plus转换器充电听歌二合一音频接口转接线 【扁头+3.5mm】OKSJ原装正品【扁头+3.5mm】OKSJ原装正品
96%,49.00,Benks自营旗舰店,邦克仕(Benks)苹果8Plus/7Plus手机保护壳 iPhone8P全包防摔保护套 纤薄透明手机壳 TPU硅胶软边玻璃透明壳全包软边透明玻璃壳 苹果7P/8P
92%,29.00,依斯卡(ESK)自营旗舰店,依斯卡(ESK) 苹果xs max钢化膜 磨砂膜 防指纹 一体全玻璃 iphone xs max钢化膜/手机膜高清防爆贴膜 JM556
98%,35.90,盛泰比特数码专营店,【三条装】苹果数据线 2米长手机快充充电器线电源线iphone XS/8p/7/6s/5/ipad等 【0.5/1/2米 长短随心】-TOTU原装正品
99%,18.00,ZNNCO官方旗舰店,ZNNCO 手机臂包跑步运动臂带男女腰包户外骑行臂袋壳套通用苹果7/iphonexs/华为荣耀小米8 6.3英寸以内-黑色6.3英寸以内-黑色
97%,35.00,RIMIX瑞美克斯户外官方旗舰店,RIMIX 反光防水跑步手机臂包 运动手臂包iphone华为vivo男女通用臂套臂袋手腕包 银灰银灰
99%,189.00,琥客（HUEKON）影音自营旗舰店,琥客 HUEKON Q12 触摸无线蓝牙耳机适用于苹果iphone7/8/XAir运动商务双耳入耳式迷你超小手机耳机通用5.0
98%,11.80,罗马仕自营旗舰店,罗马仕CB12苹果数据线iphone6s/7Plus/8/X/xs手机快充充电线USB电源线充电宝专用线 1米【热销】苹果数据线 白色1米
98%,45.00,贞观数码专营店,【次日达送膜】易波 苹果X手机壳 iPhoneXR/XS MAX8/7/6s plus硅胶防摔保护套 优雅黑 苹果7plus/8plus通用版优雅黑
97%,129.00,斯泰克（STIGER）自营旗舰店,斯泰克 苹果PD充电器30W USB-C/Type-C快充头数据线 线充套装 适用iPhoneX/XS Max/XR/8plus【闪充套装】30W闪充头+PD快充线
90%,54.90,品胜自营旗舰店,品胜 苹果7耳机转接头 双苹果接口 iPhoneXS Max/XR/X/8/7Plus音频转换器 充电听歌通话线控 钛金灰【双Lightning】充电听歌通话
99%,36.00,AOXO官方旗舰店,AOXO 苹果数据线iPhoneX/Xs Max/XR/8/7/ipad平板充电线 短线 加长连接线 1.2米 苹果 lightning 数据线1.2米
97%,26.90,罗马仕数码配件旗舰店,罗马仕线充套装小巧便携充电器快充数据线苹果充电套装适用于iphonexsmax/XR/8/7 2.1A充电器+苹果数据线1M2.1A充电器+苹果数据线1M
98%,25.00,倍思旗舰店,倍思 苹果数据线充电线安卓充电器线iPhone苹果XSmax/XR/6/7/8plus安卓手机 苹果-1.8米-红色【充电快充用不坏】 1m以上苹果-1.8米-红色【充电快充用不坏】
98%,28.80,倍思（Baseus）自营旗舰店,倍思(Baseus)苹果数据线 手机充电器线USB充电线 适用iPhoneX/苹果6 s/7plus/8 SE/ipad加长电源线 3M 红色加长款【幸运红】
98%,48.00,江铭自营旗舰店,JM苹果XsMax手机壳女款XR可以背着斜挎iphone8Plus抖音六七八包包式防摔跨背带网红菱格 菱格+同款腕带+斜挎背带 苹果iPhone 7Plus/8Plus菱格+同款腕带+斜挎背带
98%,58.00,彩声数码3c配件专营店,【次日达】苹果7/8Plus手机壳 iPhoneX/XS Max/XR/6s液态硅胶保护套软全包防摔 【抹茶绿】 苹果7P/8Plus通用【抹茶绿】
98%,19.90,派滋自营旗舰店,派滋【3片装-高清无指纹】iPhonex/xs钢化膜 苹果XS/X钢化膜全玻璃防爆非全覆盖前膜薄 5.8英寸X/XS通用款三片装(高清透明)
93%,28.00,飞小二官方旗舰店,飞小二 苹果X/XS防偷看钢化膜iPhone XR防窥XS Max防蓝光护眼全面屏手机膜 【9D全屏钻石 进口防窥膜】送后膜*送贴膜神器 iPhone X/XS 【5.8英寸】【9D全屏钻石 进口防窥膜】送后膜*送贴膜神器
99%,29.90,KOOLIFE自营旗舰店,KOOLIFE iPhone xr手机壳 苹果xr手机壳 XR四角防摔透明保护套/TPU全包软壳背壳6.1英寸-透明气囊防摔壳-透明
99%,29.80,英悦手机配件旗舰店,英悦 苹果X/XR/XSMAX手机壳iPhone6/7/8Plus无边框男女超薄透明防摔磨砂硅胶软壳 【经典黑】无边框设计+送金属指环 苹果X/XS（5.8寸）【经典黑】无边框设计+送金属指环
98%,39.00,创酷数码配件专营店,创酷 苹果X/XSMax/xr手机壳iPhoneX/8/7/6/plus保护套钢化玻璃全包防摔 下单联系客服发图片和型号 私人定制/来图订做/个性DIY
98%,169.00,banq自营旗舰店,banq 128GB USB3.0苹果U盘 A50高速版 银色 苹果官方MFI认证 iPhone/iPad双接口手机电脑两用U盘3.0苹果手机U盘plus版
98%,35.00,瓦力（valea）自营旗舰店,【全屏防偷窥】瓦力（VALEA） 苹果X/Xs max/xr钢化膜 iPhone x/Xs max/xr全屏钢化膜手机防窥贴膜 黑色全屏防窥钢化膜
96%,25.00,品胜自营旗舰店,品胜（PISEN）IphoneX手机膜 苹果X水凝膜 全屏覆盖软膜 非钢化高清手机贴膜 2片装水凝膜全覆盖【2片特惠装】
96%,138.00,飞毛腿自营旗舰店,飞毛腿 高容版 苹果6S 电池/手机内置电池 适用于 iPhone6S 2175毫安【苹果6S】
99%,199.00,SSIOIZZ旗舰店,【自营仓次日达】Air真无线蓝牙耳机双耳入耳式苹果iPhone7/8/X/XR/Max华为小米通用 1:1尊享版+自动弹窗+无线充电（热卖）|索致原装
93%,1155.00,圳豪数码专营店,APPLE苹果 2019款新AirPods2代苹果原装无线蓝牙运动耳机iPhoneX/8/7手机 二代airpods【有线充电盒版】二代airpods【有线充电盒版】
96%,99.00,SPIGEN自营旗舰店,SPIGEN 苹果xsmax手机壳 iphone XS Max保护套 新款硅胶潮牌韩国进口透明全包气囊防摔保护男女款手机壳透明-高透版
96%,29.00,摩米士自营旗舰店,摩米士MOMAX 苹果PD快充充电器18W Type-Cpd数据线快充头适用iPhoneXSMax/XR/X/8Plus等 黑色【18W PD快充】黑色
97%,39.00,倍思（Baseus）自营旗舰店,倍思 一拖三数据线苹果/Type-C/安卓手机盲文三合一iPhoneXS/MAX/XR/8P/6splus/小米华为p30充电器线1.2M 黑【苹果/安卓/Type-c】一拖三 黑
98%,28.00,麦萌数码专营店,【买1送1】苹果数据线充电线快充加长iPhoneX/7plus/8/6s/美音达原装充电器插头套装 发1.5米1条+送1.5米1条收藏加购或直接下单发1.5米1条+送1.5米1条收藏加购或直接下单
94%,99.00,摩仕自营旗舰店,Moshi摩仕 苹果新款iPhone XS Max手机壳/保护套6.5英寸全包轻薄透明壳 Superskin 晶透6.5英寸【iPhone XS Max】-晶透
99%,13.50,品色手机配件专营店,品胜 苹果4s数据线 iphone4 ipad2 ipad3 touch4手机数据充电器线 0.8米苹果数据线0.8米苹果数据线
99%,48.00,倍思（Baseus）自营旗舰店,倍思(Baseus)充电器快充三USB多口3.4A充电头苹果/安卓手机适用于iPhoneX/8/7/6s Plus可搭配无线充电器 银白
95%,12.90,斯泰克（STIGER）自营旗舰店,【2条装】斯泰克 苹果数据线 iPhoneX/XSmax/7/8/XR手机快充电器线USB电源线 适用iPad/6s/5/7plus 白色
95%,145.00,屹林宏业数码专营店,Apple 苹果充电器原装 手机正品充电头iPhonex/XS/8/7plus/xr/ipad等通用 【单头】12W原装充电器iPhoneX苹果7通用【单头】12W原装充电器iPhoneX苹果7通用
99%,9.90,悦可自营旗舰店,悦可（yueke）苹果6 plus/6s plus手机壳 iphone6 plus/6s plus保护套防摔 硅胶全透明软壳全包-5.5英寸【5.5寸】防摔软壳-透明
99%,49.00,GK旗舰店,GK 【好货】 苹果8/7钢化膜iphone8plus 高清全屏防爆抗蓝光玻璃手机贴膜 8p/7p通用【6D硬边全玻璃+黑色】高清款8p/7p通用【6D硬边全玻璃+黑色】高清款
98%,23.50,闪魔旗舰店,闪魔 苹果X/Xs/XR钢化膜 iphoneX/Xs/XR/XsMax曲面全屏手机贴膜防尘防爆玻璃膜 【防尘膜^黑色曲面全玻璃防尘膜】送神器+后膜 XR【防尘膜^黑色曲面全玻璃防尘膜】送神器+后膜
99%,98.00,麦麦米官方旗舰店,麦麦米苹果iPhoneXs手机壳iPhoneXS Max超薄磨砂保护套苹果XR新款软硬壳男女潮 苹果XS Max【6.5英寸超薄】-纯黑色苹果XS Max【6.5英寸超薄】-纯黑色
96%,26.00,品胜自营旗舰店,品胜（PISEN）苹果7P/8P防窥钢化膜 6D全屏覆盖iphone7plus/8plus耐刮防偷看手机玻璃贴膜单片 黑色防偷窥 ★全覆盖 黑
98%,118.00,SPIGEN自营旗舰店,SPIGEN 【2片装】苹果XSMax钢化膜 iPhone xs max钢化膜 全屏覆盖强化玻璃膜高清防爆防指纹手机保护贴膜【2片装】全屏高清金刚膜
